canonical_id,claim_class,assertion_type,mathematical_maturity,external_evidence_maturity,replication_status,final_disposition,source_anchor_count,failed_audits,claim_ceiling
CLAIM-D137,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,9,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 物理大统一路径 is adjudicated as ARGUMENT_SCHEMA: 物理大统一路径，物理大统一推导、电弱理论碰撞等。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D138,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 三效率(选择 is adjudicated as METRIC: 三效率（选择/判断/时间）存在三角约束，无帕累托改进，巴菲特模式（极低选择范围换极高判断准确度+长周期）是最优非对称解。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D139,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,1,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 距离衰减统一函数 is adjudicated as STATE_TRANSITION: 距离衰减统一函数，关系断裂本质是μ翻转导致临界距离缩小，而非距离本身变化。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D14,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 种子激活概率 is adjudicated as PROBABILISTIC_MODEL: 种子激活概率，叙事遮蔽和退化免疫的平衡。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D140,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,5,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 距离衰减统一函数 is adjudicated as STATE_TRANSITION: 距离衰减统一函数，关系断裂本质是μ翻转导致临界距离缩小，而非距离本身变化。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D141,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 自举元函数 is adjudicated as RELATION: 自举元函数，Mboot = ε_sense × P_track × d(ΔK)/dt，当前AI三因子全部失能，不具备自持自举能力。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D142,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 信息门效率统一函数 is adjudicated as METRIC: 信息门效率统一函数，η_gate = G × (1-H_homogeneity(G))，共享度存在倒U最优，完全同质化会导致η_gate趋近于零。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D143,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,definition_audit;type_dimension_audit,"Within the source-defined scope, 投资相关函数 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 投资相关函数，炒股遮蔽会跨域放大，炒股存在临界资金Kcritical，普通人炒股长期负期望。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D144,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,5,definition_audit;type_dimension_audit,"Within the source-defined scope, 投资相关函数 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 投资相关函数，炒股遮蔽会跨域放大，炒股存在临界资金Kcritical，普通人炒股长期负期望。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D145,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,3,definition_audit;type_dimension_audit,"Within the source-defined scope, 投资相关函数 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 投资相关函数，定投天然具备结构保守性，是巴菲特模式的精确实现。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D146,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,3,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 信息门非对称退化 is adjudicated as STATE_TRANSITION: 信息门非对称退化，效率由低意识方决定。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D147,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,3,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 乘法临界漂移统一 is adjudicated as STATE_TRANSITION: 乘法临界漂移统一，脆弱点在最接近零的因子。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D148,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 遮蔽-补偿-成本三角约束,三角锁死 is adjudicated as METRIC: 遮蔽-补偿-成本三角约束，三角锁死。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D149,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,RETAINED_AS_RESEARCH_HYPOTHESIS,5,definition_audit;type_dimension_audit,"Within the source-defined scope, 结构保守性元定理 is adjudicated as FORMAL_PROPOSITION: 结构保守性元定理，设计结构让估计不必要 > 估计准确后保守执行。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D15,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,3,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 种子爆发后退出权信号的恢复 is adjudicated as STATE_TRANSITION: 种子爆发后退出权信号的恢复。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D150,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,RETAINED_AS_RESEARCH_HYPOTHESIS,5,definition_audit;type_dimension_audit,"Within the source-defined scope, 倒U型统一生成定理 is adjudicated as FORMAL_PROPOSITION: 倒U型统一生成定理，Φ = f₁(↑)×f₂(↓)必然倒U型。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D151,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 解码门槛降低 is adjudicated as METRIC: 解码门槛降低，结构性改善优于参数性改善。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D152,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,5,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 向下兼容函数 is adjudicated as RELATION: 向下兼容函数，η_compatible = η_fidelity(L) × η_gate(L层)。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D153,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,5,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 向下兼容长期损耗 is adjudicated as RELATION: 向下兼容长期损耗，t_flip = (1/γ)×ln(1+γ×C_max×(1-P(biased))/(C₀×ln(B_H/B_L)))。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D154,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,3,definition_audit;type_dimension_audit,"Within the source-defined scope, 分层编码优于扁平化 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 分层编码优于扁平化，中间层是信息保真中继。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D155,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, CAI做中间层能大幅提升跨认知gap沟通效率 is adjudicated as METRIC: CAI做中间层能大幅提升跨认知gap沟通效率。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D156,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,1,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 财富-认知耦合 is adjudicated as MECHANISM_MODEL: 财富-认知耦合，财富和认知强耦合，形成自证循环。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D157,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,5,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 财富-认知耦合 is adjudicated as MECHANISM_MODEL: 财富-认知耦合，财富和认知强耦合，形成自证循环。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D158,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,1,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 认知规范破缺函数 is adjudicated as MECHANISM_MODEL: 认知规范破缺函数，规范破缺真空选择=陷阱选择。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D159,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 认知Higgs机制 is adjudicated as MECHANISM_MODEL: 认知Higgs机制，规范破缺后真空选择。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D16,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,3,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 二次窗口判定 is adjudicated as PREDICATE: 二次窗口判定，恢复后的退出权信号必须在特定区间内。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D160,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,definition_audit;type_dimension_audit,"Within the source-defined scope, 定投凯利保守性 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 定投凯利保守性，定投天然具备结构保守性，是巴菲特模式的精确实现。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D161,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,3,definition_audit;type_dimension_audit,"Within the source-defined scope, 投资遮蔽跨域放大 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 投资遮蔽跨域放大，投资遮蔽会跨域放大。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D162,EMPIRICAL_OR_LITERATURE_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,3,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 定投凯利保守性验证 is adjudicated as ARGUMENT_SCHEMA: 定投凯利保守性验证，定投天然具备结构保守性。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D163,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,definition_audit;type_dimension_audit,"Within the source-defined scope, 定投凯利保守性 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 定投凯利保守性，定投天然具备结构保守性，是巴菲特模式的精确实现。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D164,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,definition_audit;type_dimension_audit,"Within the source-defined scope, 定投凯利保守性 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 定投凯利保守性，定投天然具备结构保守性，是巴菲特模式的精确实现。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D165,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,definition_audit;type_dimension_audit,"Within the source-defined scope, 定投凯利保守性 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 定投凯利保守性，定投天然具备结构保守性，是巴菲特模式的精确实现。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D166,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,definition_audit;type_dimension_audit,"Within the source-defined scope, 定投凯利保守性 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 定投凯利保守性，定投天然具备结构保守性，是巴菲特模式的精确实现。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D167,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,1,definition_audit;type_dimension_audit,"Within the source-defined scope, 定投凯利保守性 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 定投凯利保守性，定投天然具备结构保守性，是巴菲特模式的精确实现。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D168,INTERPRETATION_OR_FRAMEWORK_CLAIM,INTERPRETIVE,M1,E0,NOT_APPLICABLE,PENDING_PROOF,15,definition_audit;type_dimension_audit,"Within the source-defined scope, 定投凯利保守性 is adjudicated as NATURAL_LANGUAGE_CANDIDATE: 定投凯利保守性，定投天然具备结构保守性，是巴菲特模式的精确实现。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D169,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 门槛碾压函数 is adjudicated as METRIC: 门槛碾压函数，Λ(t) = Λ₀ × e^(σ×t)，μ(t) = μ₀ × e^(-γ×t)，碾压时间t_crush = ln(μ₀/Λ₀)/(σ+γ)。当门槛Λ以指数增长而可用资源μ以指数衰减时，系统必然被门槛碾压。门槛增速越大、资源衰减越快，碾压时间越短。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D17,THEOREM_OR_MATHEMATICAL_CLAIM,MATHEMATICAL,M1,E0,NOT_APPLICABLE,RETAINED_AS_HEURISTIC,3,definition_audit;proof_audit;type_dimension_audit,"Within the source-defined scope, 情绪信号分层函数 is adjudicated as RELATION: 情绪信号的分层结构。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
CLAIM-D170,MECHANISM_OR_CAUSAL_CLAIM,EMPIRICAL,M1,E0,NO_REPLICATION_CLAIMED,RETAINED_AS_HEURISTIC,3,definition_audit;type_dimension_audit;evidence_audit,"Within the source-defined scope, 定投凯利保守性验证 is adjudicated as ARGUMENT_SCHEMA: 定投凯利保守性验证，定投天然具备结构保守性，自动满足凯利公式下注要求。定投通过固定周期固定金额投资，在C_exit/H/ε/Rperceived/Δv五因子上同时取近最大值，是投资域Psustain全局最大值点。炒股或AI选股至少有一个因子归零（通常C_exit或Rperceived归零），导致Psustain=0。. This is a model-internal controlled proposition, not an assertion of external mathematical, physical, or empirical truth."
